dictionary_id,dataset_id,file_pattern,file_role,format,object_or_sheet,variable_name_or_pattern,description,data_type,unit_or_scale,allowed_values_or_range,missing_value_convention,spatial_support,temporal_support,source_or_provenance,source_url,generated_by,used_by,notes,verification_status
D0456,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,long,Held-out site longitude.,numeric,decimal degrees east,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0457,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,lat,Held-out site latitude.,numeric,decimal degrees north,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0458,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,site_key,Coordinate-based site identifier.,character,none,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0459,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,site_year_key,Site-year identifier.,character,none,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0460,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,Z_obs,Observed REACHES ordinal category.,numeric,dimensionless ordinal index,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0461,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,held_out_source_records,Raw source-record count represented by the held-out site-year.,integer,records,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0462,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,held_out_distinct_levels,Distinct-category count represented by the held-out site-year.,integer,categories,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0463,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,number_of_training_source_records,Training raw-record count in the same year.,integer,records,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0464,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,number_of_training_distinct_sites,Training distinct-site count in the same year.,integer,sites,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0465,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,yhat,Held-out latent/index-scale kriging prediction mean.,numeric,documentary index units,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0466,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,mspe,Held-out kriging prediction variance.,numeric,documentary index squared,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0467,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,solver_jitter,Diagonal jitter used by the solve.,numeric,observed index squared,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0468,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,reciprocal_condition_number,Reciprocal condition number of the covariance matrix.,numeric,none,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0469,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,predictive_sd,Predictive SD after adding calibrated nugget variance.,numeric,latent/index units,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0470,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,observed_interval_lower,Lower latent cutpoint for the observed ordinal category.,numeric,latent units,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0471,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,observed_interval_upper,Upper latent cutpoint for the observed ordinal category.,numeric,latent units,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0472,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,rps,Observation-level ranked probability score.,numeric,score,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0473,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,predicted_category,Most probable ordinal category.,numeric,dimensionless ordinal index,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
D0474,INTERVAL_HELD_OUT_PREDICTIONS,Output/Intermediate/interval_compatibility/interval_compatibility_held_out_predictions.csv.gz,generated detailed validation output,CSV.GZ,,observed_category_probability,Predictive probability assigned to the observed category.,numeric,probability,"compatible_LL uses LL = 95, 90, 85, 80; probability columns correspond to categories -2, -1, 0, 1",,held-out REACHES site-year,validation repetition,Derived from held-out interval validation,https://www.ncei.noaa.gov/access/paleo-search/study/37720,Code/Analysis/interval_compatibility.R,detailed validation audit trail,R-safe probability column names may encode negative categories as X.2 and X.1.,verified from current scripts
